ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,LASTUPDATEDDATE,POSTALCODE,RECAREAADDRESSID,RECAREAADDRESSTYPE,RECAREAID,RECAREASTREETADDRESS1,RECAREASTREETADDRESS2,RECAREASTREETADDRESS3
"USA","NM","Santa Fe","2018-06-26","87501","857502","Physical","1719","National Trails Intermountain Region","Oregon National Historic Trail","120 South Federal Place"
"USA","NM","Santa Fe","2018-06-26","87504","857503","Mailing","1719","National Trails Intermountain Region","Oregon National Historic Trail","PO Box 728"
"USA","OR","Cave Junction","2017-04-13","97523","857504","Physical","2883","19000 Caves Hwy","",""
"USA","AZ","Ajo","2017-04-13","85321","857505","Physical","2885","10 Organ Pipe Drive","",""
"USA","SC","Gaffney","2017-04-13","29341","857506","Physical","2848","4001 Chesnee Hwy","",""
"USA","SC","Gaffney","2017-04-13","39341","857507","Mailing","2848","338 New Pleasant Road","",""
"USA","MD","Oxon Hill","2017-04-13","20745","857508","Physical","13971","Bald Eagle Road","",""
"USA","MD","Oxon Hill","2017-04-13","20745","857509","Mailing","13971","6411 Oxon Hill Road","",""
"USA","MO","Van Buren","2017-04-13","63965","857510","Physical","2850","404 Watercress Drive","",""
"USA","MO","Van Buren","2017-04-13","63965","857511","Mailing","2850","P.O. Box 490","",""
"USA","TX","Corpus Christi","2017-04-13","78418","857512","Physical","2853","20420 Park Road 22","",""
"USA","TX","Corpus Christi","2017-04-13","78480","857513","Mailing","2853","P.O. Box 181300","",""
"USA","TX","Brownsville","2017-04-13","78526","857514","Physical","2851","7200 Paredes Line Road","",""
"USA","TX","Brownsville","2017-04-13","78520","857515","Mailing","2851","1623 Central Blvd., Suite 213","",""
"USA","UT","St. George","2017-04-13","84790","857516","Physical","2854","345 East Riverside Drive","",""
"USA","NJ","Paterson","2017-04-13","07501     ","857517","Physical","13531","72 McBride Avenue","",""
"USA","AR","Garfield","2017-04-13","72732","857518","Physical","2886","15930 E Hwy 62","",""
"USA","NM","Pecos","2017-04-13","87552","857519","Physical","2855","Pecos National Historical Park","1 Peach Drive",""
"USA","NM","Pecos","2017-04-13","87552","857520","Mailing","2855","Pecos National Historical Park","P.O. Box 418",""
"USA","DC","Washington","2017-04-13","20002","857521","Physical","2852","1 Pennsylvania Ave, NW","",""
"USA","DC","Washington","2017-04-13","20024","857522","Mailing","2852","900 Ohio Drive SW","",""
"USA","VA","Petersburg","2017-04-13","23803","857525","Physical","2887","Petersburg National Battlefield","Eastern Front Unit Visitor Center","5001 Siege Road"
"USA","VA","Petersburg","2017-04-13","23803","857526","Mailing","2887","Petersburg National Battlefield","1539 Hickory Hill Road",""
"USA","NM","Albuquerque","2017-04-13","87120","857529","Physical","2888","Visitor Center","Unser Blvd. NW at Western Trail","GPS Lat: 35.139   GPS Long: -106.711"
"USA","NM","Albuquerque","2017-04-13","87120","857530","Mailing","2888","Headquarters Administration Offices","6001 Unser Blvd. NW",""
"USA","MI","Munising","2017-04-13","49862","857531","Physical","2895","N8391 Sand Point Road","",""
"USA","MI","Munising","2017-12-01","49862","857532","Mailing","2895","P.O. Box 40","",""
"USA","CA","Paicines","2017-04-13","95043","857533","Physical","2893","5000 Highway 146","",""
"USA","AZ","Fredonia","2017-04-13","86022","857534","Physical","2858","Pipe Spring National Monument","","406 Pipe Springs Road"
"USA","AZ","Fredonia","2017-04-13","86022","857535","Mailing","2858","Pipe Spring National Monument","HC 65 Box 5","406 Pipe Springs Road"
"USA","MN","Pipestone","2017-04-13","56164","857536","Physical","2894","36 Reservation Ave","",""
"USA","MD","Accokeek","2017-04-13","20607","857537","Physical","2857","3400 Bryan Point Road","",""
"USA","MD","Fort Washington","2017-04-13","20616","857538","Mailing","2857","13551 Fort Washington Road","",""
"USA","CA","Point Reyes Station","2017-04-13","94956","857539","Physical","2864","1 Bear Valley Road","",""
"USA","NM","Santa Fe","2018-06-26","87501","857540","Physical","2860","National Trails Intermountain Region","Pony Express National Historic Trail","120 South Federal Place"
"USA","NM","Santa Fe","2018-06-26","87504","857541","Mailing","2860","National Trails Intermountain Region","Pony Express National Historic Trail","PO Box 728"
"USA","CA","Martinez","2017-04-13","94553","857542","Physical","13974","4202 Alhambra Ave","",""
"USA","WV","Harpers Ferry","2017-04-13","25425","857543","Physical","2862","252 McDowell Street","",""
"USA","WV","Harpers Ferry","2017-04-13","25425","857544","Mailing","2862","Potomac Heritage NST Office","P. O. Box B",""
"USA","LA","Pioneer","2017-04-13","71266","857545","Physical","2863","6859 Hwy. 577","",""
"USA","AR","Hope","2017-04-13","71801","857546","Physical","13534","412 Division Street","",""
"USA","AR","Hope","2017-04-13","71801","857547","Mailing","13534","117 South Hervey St.","",""
"USA","DC","Washington","2017-04-13","20230","857548","Physical","13975","1450 Pennsylvania Ave., NW","",""
"USA","DC","Washington","2017-04-13","20242","857549","Mailing","13975","1100 Ohio Drive, SW","Room 344",""
"USA","CA","San Francisco","2017-04-13","94129","857550","Physical","2865","Presidio of San Francisco","",""
"USA","CA","San Francisco","2017-04-13","94123","857551","Mailing","2865","Fort Mason, Bldg. 201","",""
"USA","VA","Triangle","2017-04-13","22172","857552","Physical","2896","18170 Park Entrance Road","",""
"USA","VA","Triangle","2017-04-13","22172","857553","Mailing","2896","18100 Park Headquarters Road","",""
"USA","HI","Honaunau","2017-04-13","96726","857554","Physical","13976","Highway 160","",""
"USA","HI","Honaunau","2017-04-13","96726","857555","Mailing","13976","PO BOX 129","",""
"USA","HI","Kawaihae","2017-04-13","96743","857556","Physical","13977","Pu'ukohola Heiau National Historic Site","62-3601 Kawaihae Road",""
"USA","IL","Chicago","2017-04-13","60628","857557","Physical","14509","11141 S. Cottage Grove Avenue","",""
"USA","IL","Chicago","2017-04-13","60628","857558","Mailing","14509","11111 S Forrestville Ave","",""
"USA","CT","Danielson","2017-04-13","06239     ","857559","Physical","2899","203 B Main Street, 2nd Floor","P.O. Box 29",""
"USA","CA","Crescent City","2017-04-13","95531","857562","Physical","2901","1111 Second Street","",""
"USA","TX","Big Bend National Park","2017-04-13"," 79834    ","857565","Physical","2903","Rio Grande Wild & Scenic River","1 Panther Junction",""
"USA","TX","Big Bend National Park","2017-04-13"," 79834    ","857566","Mailing","2903","Rio Grande Wild & Scenic River","c/o Big Bend National Park","PO Box 129"
"USA","MI","Monroe","2017-04-13","48162","857567","Physical","13535","1403 East Elm Street","",""
"USA","PA","Homestead","2017-04-13","15120","857568","Physical","12734","623 E. Eighth Avenue","",""
"USA","DC","Washington","2017-11-04","20015","857569","Physical","2905","5200 Glover Rd, NW","",""
"USA","DC","Washington","2017-11-04","20008","857570","Mailing","2905","3545 Williamsburg Lane, NW","",""
"USA","CO","Estes Park","2017-04-13","80517","857571","Physical","2907","1000 US Hwy 36","",""
"USA","RI","Providence","2017-04-13","02903     ","857572","Physical","2909","282 North Main Street","",""
"USA","ME","Lubec","2017-04-13","04652     ","857573","Physical","2904","PO Box 129","",""
"USA","CA","Richmond","2017-04-13","94804","857574","Physical","2908","1414 Harbour Way South, Suite 3000","",""
"USA","AL","Bridgeport","2017-04-13","35740","857575","Physical","2910","3729 County Road 98","",""
"USA","NY","Oyster Bay","2017-04-13","11771","857576","Physical","2918","12 Sagamore Hill Road","",""
"USA","NY","Oyster Bay","2017-04-13","11771","857577","Mailing","2918","20 Sagamore Hill Road","",""
"USA","AZ","Tucson","2017-07-28","85730","857578","Physical","2917","3693 S Old Spanish Trail","",""
"USA","WI","St. Croix Falls","2017-04-13","54024","857579","Physical","2912","401 North Hamilton Street","",""
"USA","ME","Calais","2017-04-13","04619     ","857580","Physical","2913","84 Saint Croix Drive","",""
"USA","ME","Calais","2017-04-13","04619     ","857581","Mailing","2913","PO Box 247","",""
"USA","NY","Mount Vernon","2017-04-13","10550","857582","Physical","13978","897 South Columbus Avenue","",""
"USA","NH","Cornish","2017-04-13","03745     ","857583","Physical","2916","139 Saint Gaudens Road","",""
"USA","MA","Salem","2017-04-13","01970     ","857584","Physical","2922","160 Derby Street","",""
"USA","NM","Mountainair","2017-04-13","87036-0517","857585","Physical","2926","Salinas Pueblo Missions National Monument","102 South Ripley St.",""
"USA","NM","Mountainair","2017-04-13","87036-0517","857586","Mailing","2926","Salinas Pueblo Missions National Monument","PO Box 517",""
"USA","VI","Christiansted","2017-04-13","00820     ","857587","Physical","2928","Route 75 Salt River Bay","",""
"USA","VI","Christiansted","2017-04-13","00820     ","857588","Mailing","2928","2100 Church St. #100","",""
"USA","TX","San Antonio","2017-04-13","78214","857589","Physical","2911","Visitor Center at Mission San José","6701 San Jose Drive",""
"USA","TX","San Antonio","2017-04-13","78210","857590","Mailing","2911","Headquarters","2202 Roosevelt Avenue",""
"USA","PR","San Juan","2017-04-13","00901     ","857593","Physical","2921","501 Norzagaray Street","Castillo San Cristobal",""
"USA","PR","San Juan","2017-04-13","00901     ","857594","Mailing","2921","501 Norzagaray Street","",""
"USA","WA","Friday Harbor","2017-04-13","98250","857595","Physical","2920","4668 Cattle Point Rd.","",""
"USA","WA","Friday Harbor","2017-04-13","98250","857596","Mailing","2920","P.O. Box 429","",""
"USA","CO","Eads","2017-04-13","81036-","857597","Physical","2924","910 Wansted","POB 249",""
"USA","CO","Eads","2017-04-13","81036-0249","857598","Mailing","2924","910 Wansted","POB 249",""
"USA","NM","Santa Fe","2017-04-13","87505","857599","Physical","2914","National Trails Intermountain Region","Santa Fe National Historic Trail","1100 Old Santa Fe Trail"
"USA","NM","Santa Fe","2018-06-26","87504","857600","Mailing","2914","National Trails Intermountain Region","Santa Fe National Historic Trail","PO Box 728"
"USA","CA","Calabasas","2017-04-13","91302","857601","Physical","2923","26876 Mulholland Highway","",""
"USA","MA","Saugus","2017-04-13","01906     ","857603","Physical","2919","244 Central St","",""
"USA","PA","Pottstown","2017-04-13","19464","857604","Physical","12735","140 College Drive","",""
"USA","NE","Gering","2017-04-13","69341","857605","Physical","2929","190276 Old Oregon Trail","",""
"USA","NE","Gering","2017-04-13","69341","857606","Mailing","2929","P.O. Box 27","",""
"USA","AL","White Hall","2017-04-13","36040","857607","Physical","2932","7002 U.S. Highway 80 West","P.O. Box 595",""
"USA","AL","Hayneville","2017-04-13","36040","857608","Mailing","2932","7002 U.S. Highway 80 West","P.O. Box 595",""
"USA","CA","Three Rivers","2017-04-13","93271","857609","Physical","2931","47050 Generals Highway","",""
"USA","VA","Luray","2017-04-13","22835","857610","Physical","2933","Shenandoah National Park","3655 U.S. Highway 211 East",""
"USA","TN","Shiloh","2017-04-13","38376","857611","Physical","2934","1055 Pittsburg Landing Road","",""
"USA","AK","Sitka","2017-04-13","99835","857612","Physical","2936","103 Monastery St.","",""
"USA","MI","Empire","2017-04-13","49630","857613","Physical","2937","9922 Front Street","",""
"USA","SC","Belton","2017-04-13","29627","857614","Physical","12736","The South Carolina National Heritage Corridor","PO Box 477",""
"USA","MA","Springfield","2017-04-13","01105     ","857615","Physical","2938","Springfield Armory National Historic Site","One Armory Square","Suite 2"
"USA","MD","Baltimore","2017-04-13","21230","857616","Physical","13536","2400 East Fort Avenue","",""
"USA","NY","New York","2017-04-13","10004","857617","Physical","2941","Liberty Island","",""
"USA","PA","Scranton","2017-04-13","18503","857618","Physical","2940","Lackawanna Ave at Cliff St","",""
"USA","PA","Scranton","2017-04-13","18503-2018","857619","Mailing","2940","150 South Washington Avenue","",""
"USA","TN","Murfreesboro","2017-04-13","37129","857620","Physical","2942","1563 North Thompson Lane","",""
"USA","TN","Murfreesboro","2017-04-13","37129","857621","Mailing","2942","3501 Old Nashville Highway","",""
"USA","NY","New York","2017-04-13","10014","857622","Physical","14524","Intersection of Christopher, Grove, and Fourth Streets.","",""
"USA","NY","New York","2017-04-13","10005","857623","Mailing","14524","26 Wall Street","Federal Hall National Monument c/o Stonewall National Monument",""
"USA","AZ","Flagstaff","2017-04-13","86004","857624","Physical","2943","6082 Sunset Crater Road","",""
"USA","AZ","Flagstaff","2017-04-13","86004","857625","Mailing","2943","6400 U.S. 89","",""
"USA","KS","Strong City","2017-04-13","66869","857626","Physical","2944","2480B KS Hwy 177","",""
"USA","TN","Murfreesboro","2017-04-19","37132","857627","Physical","12737","1416 E Main St","",""
"USA","PA","Philadelphia","2017-04-13","19106","857628","Physical","13979","3rd and Pine Streets","",""
"USA","PA","Philadelphia","2017-04-13","19106","857629","Mailing","13979","c/o Independence National Historical Park","143 S. 3rd Street",""
"USA","ND","Medora","2017-04-13","58645","857630","Physical","2949","315 Second Avenue","",""
"USA","ND","Medora","2017-04-13","58645","857631","Mailing","2949","PO Box 7","",""
"USA","NY","New York","2017-04-13","10003","857632","Physical","13981","28 East 20th Street","",""
"USA","NY","Buffalo","2017-04-13","14202","857633","Physical","13982","Theodore Roosevelt Inaugural Site","641 Delaware Avenue",""
"USA","VA","Arlington","2017-04-13","22209","857634","Physical","2945","George Washington Memorial Parkway","northbound lanes between Roosevelt Bridge and Key Bridge",""
"USA","VA","McLean","2017-04-13","22101","857635","Mailing","2945","700 George Washington Memorial Parkway","",""
"USA","NY","Catskill","2017-04-13","12414","857636","Physical","13537","218 Spring Street","",""
"USA","NY","Catskill","2017-04-13","12414","857637","Mailing","13537","PO Box 426","218 Spring Street",""
"USA","NJ","West Orange","2017-04-13","07052     ","857638","Physical","2668","211 Main Street","",""
"USA","DC","Washington","2017-04-13","200024","857639","Physical","13983","16 East Basin Drive, SW","",""
"USA","DC","Washington","2017-04-13","20024","857640","Mailing","13983","900 Ohio Drive SW","",""
"USA","MD","Port Tobacco","2017-04-13","20677","857641","Physical","13984","6655 Rose Hill Road","",""
"USA","UT","American Fork","2017-04-13","84003","857642","Physical","2951","2038 Alpine Loop Road","",""
"USA","UT","American Fork","2017-04-13","84003","857643","Mailing","2951","RR 3 Box 200","",""
"USA","FL","Jacksonville","2017-04-13","32225","857644","Physical","2952","12713 Fort Caroline Road","",""
"USA","AZ","Roosevelt","2017-04-13","85545","857645","Physical","2953","26260 N AZ Hwy 188 Lot 2","",""
"USA","RI","Newport","2017-04-13","02840     ","857646","Physical","13985","85 Touro Street","",""
